Text,label
" Someone Snapped The BEST Photo Of Trump Ever, And The Internet Will Never Let Him Forget It (TWEETS) You can probably expect Donald Trump to roll out some new rules regarding photographers and helicopters soon after a photo someone snapped of him boarding one.Today was the last day photography will be allowed near Trump and helicopters I suspect. pic.twitter.com/6ckAOxQokz  Schooley (@Rschooley) January 27, 2017Needless to say, this photograph is embarrassing. But let s see what the folks on Twitter think about it:It's Count Olaf in disguise! pic.twitter.com/WruXvvBNev  Schooley (@Rschooley) January 27, 2017@Rschooley does he wear adult diapers?It really looks like he does. A lot of men that age do & he looks exactly like someone who does. Exact  Porkchop Factory (@porkchopfactory) January 27, 2017@Rschooley @porkchopfactory welp I'm gonna go vomit for all of eternity  tiggerwillies (@greywolf_mother) January 27, 2017@Rschooley not only the butt of every political joke in the comedic world but a failed member of the hair club for men  Bill E Bob (@SthrnHeel) January 27, 2017@Rschooley Looks like our high booty POTUS wears briefs which was a question nobody really wanted answered  kira elise (@kiraelise) January 27, 2017@Rschooley the cat on his head sure looks out of control  Nate (@Nate_434) January 27, 2017@Rschooley @Laser_CatEnhance  pic.twitter.com/Zq7WJpmCL1  ryan (@Beepboopzzt) January 27, 2017@Rschooley Nice bulgy adult diaper under his suit pants .  TrumpsTale (@EdGlen6) January 27, 2017@Rschooley @EastVillChris he's the only person I've ever seen make a classic black suit look awful. ?  Thom O'Sparklefists (@ThatNerdNip) January 27, 2017@Rschooley He's a lard ass, lol. Expect an Executive Order on no photographers once he sees this photo. Lol.  Dorothy Domingo (@clayartist2) January 27, 2017@Rschooley Once DJT sees his hair in this photo, no one will get near Marine 1 with a camera.  Pat Lowery Dewees (@DeweesPat) January 27, 2017@rschooley Do they have to re-glue the dead squirrel once he's inside?  Brenda Quinn (@nycquinn) January 27, 2017@Rschooley Well that's enough to give me nightmares for a few nights. Holy smokes, that's scary.  Deb Simpson (@debrdtrip) January 27, 2017@Rschooley it looks like a helicopter blade wacked his hair creature thing and injured it! #creepy  RebelAlliance (@cybersaur1) January 27, 2017Recently, Trump threw a tantrum because a news organization used a photograph he felt made him look fat. Politico reported in November:The source said the meeting started with a typical Trump complaint about the  dishonest media,  and that he specifically singled out CNN and NBC News for example as  the worst. Trump turned to NBC News President Deborah Turness at one point, the source said, and told her the network won t run a nice picture of him, instead choosing  this picture of me,  as he made a face with a double chin. Turness replied that they had a  very nice  picture of him on their website at the moment.We can almost assuredly expect yet another meltdown from President Pussygrabber. After all, his ego is all that matters to him.Featured image via twitter",Fake
"Comey's friend says he's turning over Comey's Trump memos to FBI: MSNBC WASHINGTON (Reuters) - A friend of former FBI Director James Comey said on Tuesday he is turning over to the FBI any memos he has of Comey’s conversations with President Donald Trump, MSNBC reported. It said the friend, Columbia Law School professor Daniel Richman, confirmed to NBC News that “he’s now turning over any Comey memos that he has in his possession to the FBI.” Comey, fired by Trump last month, said in congressional testimony last week that he gave a memo describing his conversations with Trump to a close friend and told him to share its contents with a reporter. MSNBC said Richman also said Robert Mueller, special counsel leading an inquiry into possible links between the 2016 Trump campaign and Russia, has been in touch with the Senate Judiciary Committee to discuss how the panel can get access to the memos. The MSNBC report came as U.S. Attorney General Jeff Sessions appeared on Capitol Hill for a high-profile public session with lawmakers to answer questions about his dealings with Russian officials. Sessions is the most senior member of Trump’s administration caught up in the controversy over whether associates of the president colluded with Russia to help Trump win the election. Attention in Washington has turned to whether Trump might seek to fire Mueller, the former FBI director named last month by the Justice Department to head the federal probe into the Russia issue. Deputy Attorney General Rod Rosenstein, who would be responsible for carrying out any such dismissal, told a different congressional panel on Tuesday he would not fire Mueller without good cause and he had seen no such cause. Sessions appeared before the intelligence committee just five days after Comey, whom Trump fired on May 9, told the panel Trump ousted him to undermine the agency’s investigation of the Russia matter. ",Real
" Obama Pens STUNNING Response To Trump’s Cold-Blooded Move On DACA – Trump Fans Should Be Ashamed Trump is working his tail off to undo absolutely everything President Obama ever did, because the black man who once occupied the White House apparently hated all of America and everyone in it far more than His Royal Orangeness, and that includes ending the Deferred Action for Childhood Arrivals (DACA) program. That program protects undocumented immigrants from deportation if they were brought into the country as children.That was one of Obama s more controversial executive orders, with Republicans all up and down the line calling it a gross overreach of executive power. But Trump s plan is more insidious than a belief that he s righting the wrongs of the previous administration. He promised to remove 11 million undocumented immigrants from the country, who (in his mind) are here because Obama and the Democrats favor open borders, and by golly, he s going to accomplish that even if it hurts innocent people.Like those protected by DACA.So Obama wrote an absolutely beautiful response to Trump s cold-blooded fuckery on Facebook, naming every single thing wrong with Trump s move, including that it is politically motivated and morally questionable. He also pointed out what should be obvious, but apparently isn t, to anyone who believes the GOP s lies: Kicking [these immigrants] out won t lower the unemployment rate, or lighten anyone s taxes, or raise anybody s wages. For eons, the GOP has been sending the message that undocumented immigrants are just one huge burden on us that we can t sustain. White, working-class Americans took that to mean that undocumented immigrants are one of the main reasons they re losing their jobs and can t make any headway in this economy.It s a matter of basic decency, according to Obama. He knows as well as the rest of us that Trump has no decency to him, because if he did, he wouldn t do this, let alone shirk his own responsibility for it by shifting it over to Congress: Ultimately, this is about basic decency. This is about whether we are a people who kick hopeful young strivers out of America, or whether we treat them the way we d want our own kids to be treated. It s about who we are as a people   and who we want to be. The ending of it is a subtle jab at those who claim strict adherence to the Constitution s letters, but not its spirit, like all those allegedly  Constitutional  Republicans and conservatives who blasted Obama over DACA, and now stand with the Racist-in-Chief on this. Read his full post below:Featured image via Alexander Scheuber/Getty Images",Fake
"White House says will work with Rubio on child tax credit WASHINGTON (Reuters) - The White House said on Thursday it would continue to work with Republican Senator Marco Rubio as he seeks a further expansion of a child tax credit in a tax overhaul bill, but that it was proud lawmakers were already considering doubling it. “We’re really proud of the work that we’ve done already, up until this point with Senator Rubio, already doubling the child tax credit,” White House spokeswoman Sarah Sanders told reporters. “We’re going to continue working with the senator, but we think we’ve made great strides.” ",Real
"Republican tax bill retains U.S. electric vehicle tax credit WASHINGTON (Reuters) - A compromise Republican tax bill released late Friday does not eliminate a $7,500 electric vehicle tax credit as Republicans in the U.S. House of Representatives had previously proposed. The measure follows the lead of the Senate version approved last month that did not eliminate the credit. Killing the credit could have hurt automakers like General Motors Co (GM.N), Volkswagen AG (VOWG_p.DE), Tesla Inc (TSLA.O) and Nissan Motor Co (7201.T). Consumers under current law are eligible for a $7,500 tax credit to defray the cost of plug-in electric vehicles. The electric vehicle tax credit starts to phase out after a manufacturer sells 200,000 plug-in vehicles. After an automaker hits that point, the $7,500 tax credit is still available for at least three more months before phasing out.  Consumers are currently allowed to take the credit on vehicles until the manufacturer hits 200,000 plug-in vehicles sold. Electric vehicles have expensive batteries that make them pricier than gasoline-powered vehicles. The Electric Drive Transportation Association said in a statement late Friday it was pleased the credit would remain in law. “The credit supports innovation and job creation while helping drivers access advanced vehicle technology,” the group said. More than 50 automakers and other companies and groups released a letter earlier this week urging Congress to retain the credit, including Ford Motor Co (F.N), BMW AG (BMWG.DE), GM, Uber Technologies Inc. Former President Barack Obama repeatedly proposed hiking the tax credit for electric vehicles to $10,000 and converting it to a point-of-sale rebate, but Congress did not approve the measure. Automakers face mandates from California and a dozen other states to produce a rising number of zero-emission vehicles and have said the credits are essential to meeting requirements. ",Real
"Factbox: Trump on Twitter (Aug 24) - Debt ceiling, fake news, Mitch McConnell, hurricane Harvey The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - I requested that Mitch M & Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They... [0819   EDT] - ...didn’t do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess! [0825  EDT] - The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally..... [0907 EDT] - ..(enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones! [0915 EDT] - James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me? [0915 EDT] - The only problem I have with Mitch McConnell is that, after hearing Repeal & Replace for 7 years, he failed!That should NEVER have happened! [0942 EDT] - On Tuesday, I visited with the incredible men & women of @ICEgov & @DHSgov Border Patrol in Yuma, AZ. Thank you. We respect & cherish you! [1313 EDT] - As #HurricaneHarvey intensifies - remember to #PlanAhead.  ☑️(link: www.hurricanes.gov) hurricanes.gov ☑️(link: www.ready.gov) ready.gov  ☑️(link: www.fema.gov) fema.gov [1531 EDT] - A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! [2021 EDT] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",Real
"Lawsuit against Trump over foreign payments expands NEW YORK (Reuters) - A nonprofit watchdog expanded a lawsuit accusing U.S. President Donald Trump of violating the Constitution by letting his hotels and restaurants accept payments from foreign governments. The amended complaint filed on Tuesday in the U.S. District Court in Manhattan adds a restaurant trade group, whose members include nationally known chefs Tom Colicchio and Alice Waters, and a hotel events booker in Washington, D.C. as plaintiffs. It is intended to address concern over whether the watchdog, Citizens for Responsibility and Ethics in Washington, was itself harmed by Trump and had standing to sue at all. Trump is expected to respond by April 21, and had said the original lawsuit filed on Jan. 23 had no merit. Spokesmen for the U.S. Department of Justice did not immediately respond to requests for comment on Tuesday. The amended complaint said Trump violates the Constitution’s “emoluments” clause, which bars him from accepting various gifts from foreign governments without congressional approval, by maintaining ownership over his business empire despite ceding day-to-day control to his sons, Eric and Donald Jr. It said members of Restaurant Opportunities Centers (ROC) United Inc, which represents more than 200 restaurants and nearly 25,000 workers, have improperly lost business, wages and tips to Trump’s competing businesses. Jill Phaneuf, the other new plaintiff, works for a hospitality company that books events in hotels near Washington’s “Embassy Row,” which house foreign diplomats, and claimed that Trump is costing her commissions. The complaint said such plaintiffs are injured when foreign governments try to “curry favor” with Trump by favoring his businesses. It said this has even occurred since Trump took office, when China granted him trademark rights after he pledged to honor the “One China” policy of his White House predecessors. ""When asked why defendant changed his position on the One China policy, and whether he had gotten something in exchange from China, White House Press Secretary Sean Spicer answered: 'The President always gets something,'"" the complaint said. (here) U.S. District Judge Ronnie Abrams, an appointee of former Democratic President Barack Obama, oversees the litigation. The lawsuit seeks to “uphold one of the most basic aspects of the rule of law: no one, including the president, is above the law,” Erwin Chemerinsky, dean of the University of California at Irvine’s law school and one of the plaintiffs’ lawyers, said in a statement. The case is Citizens for Responsibility and Ethics in Washington et al v. Trump, U.S. District Court, Southern District of New York, No. 17-00458. ",Real
" Twitter Has Absolute Field Day Laughing At Trump For Blinding Himself During Eclipse Scientists have been warning the world for weeks not to stare directly at the sun without protective eyewear during Monday s solar eclipse unless you want to suffer damage to your eyes. True to form, Donald Trump apparently decided those warnings were either fake news or a Chinese hoax and did precisesly what he was told not to do. Like the total dumbass he is, Trump stared right at the sun with no glasses on, because of course he did.Images via Mark Wilson/Getty ImagesAides can actually be heard shouting at him not to look at the sun.Someone shouts  don t look  as Pres. Trump looks up without eclipse glasses on as solar eclipse passes over D.C. https://t.co/5ft70fm30R pic.twitter.com/0lAkuzF9RZ  ABC News (@ABC) August 21, 2017As pictures of our Commander in Chief looking directly into the sun began to circulate, people on Twitter had an absolute field day laughing at Trump s total stupidity. The mockery may be even more entertaining than the eclipse itself.Don t worry, he was already blind. To justice, reason, and the rule of law. #TrumpResign #SolarEclipse2017 pic.twitter.com/IhRmGe0vWt  Eugene Gu, MD (@eugenegu) August 21, 2017In fairness, looking directly into the sun, despite all the warnings, pretty much captures the Trump presidency https://t.co/cc69yhwTNf  Josh Marshall (@joshtpm) August 21, 2017In a cabinet meeting, Jared and Ivanka urged Trump not to look directly into the eclipse, but  Jonathan Chait (@jonathanchait) August 21, 2017AIDE: You need to wear eclipse glasses. TRUMP: Did Obama wear them? AIDE: Yes   it s a safety issue. TRUMP: Then it s settled. No glasses. pic.twitter.com/gXQrDat96l  Josh Jordan (@NumbersMuncher) August 21, 2017#SolarEclipse2017 @realDonaldTrump  The sun is such a loser for letting the moon block it out!   I have the best eyes.They re magnificent!  pic.twitter.com/jnIIFU3JWK  Kassie Ragsdale (@kassieragsdale) August 21, 2017SCIENTIST:  Don t look at the sun during an eclipse. TRUMP:  Fake news!  pic.twitter.com/JzIW422z4r  Jerric Dondarrion (@BostonJerry) August 21, 2017I honestly didn t think there could be a way Trump could embarrass us just by watching a solar eclipse.Yet, here we are.  P  Resists (@4everNeverTrump) August 21, 2017#Trump doesn t need protective eye wear!  I have the greatest corneas of all time, really. The best.  #Eclipse pic.twitter.com/uXdsQGsz9j  Shawna Hazlett   (@shawnahaze) August 21, 2017 Nobody ever thought you could go blind from looking at an #eclipse    Trump, a few hours from now, fumbling for his cane  Oliver Willis (@owillis) August 21, 2017Warning:Don t look directly at it.Trump: #SolarEclipse2017 pic.twitter.com/xjttkhxQsC  St Peter (@stpeteyontweety) August 21, 2017Featured image via Mark Wilson/Getty Images",Fake
" WATCH: Don Lemon CRUSHES Trump Supporter For Claiming That Mike Pence Loves Gay People Trump mouthpiece Kayleigh McEnany just made the most asinine claim about Mike Pence and got roundly hammered for it on CNN.Unless you ve been hiding in cave over the last decade, you know that Mike Pence is a hateful bigot who thinks gay people are an abomination. He not only tried to legalize discrimination against gay people in Indiana, he supports inhumane conversion therapy and took money away from HIV funding to fund that right-wing bullshit  cure  instead.Angela Rye kicked off the panel discussion about Mike Pence being booed by the audience prior to a performance of  Hamilton  on Broadway. The cast of the play then delivered a thoughtful message to Pence expressing their hope that he learned something.Rye explained that the lead actor is a gay man who is HIV-positive and could not imagine what he felt when the biggest anti-gay bigot in the country walked in to watch the performance.McEnany responded by attacking the  Hollywood elite, the media elite, the political elite  and whined about people calling Trump a racist and homophobe even though Trump is a racist and homophobe.Lemon finally shut her up by getting the discussion back on point, asking her to imagine how gay people feel when Mike Pence discriminates against them. He then pointed out that the  Hamilton  cast was expressing their hope that Pence will treat the LGBT community like human beings. Can you imagine how that feels when Mike Pence, who has rallied and railed against gay people, and tried to shoot down and block gay legislation?  Lemon asked.  He s saying,  I m giving you a chance to give me a chance,  he added in reference to the star of  Hamilton. But then McEnany opened her mouth her spewed a monster lie. Mike Pence loves all people,  she claimed, drawing an emphatic rebuke from Lemon, who is also openly gay. Mike Pence does not love gay people. His record shows that he does not love gay people. Here s the video via YouTube.Make no mistake, Mike Pence is an anti-gay bigot and he will stop at nothing to try and roll back gay rights to the point where they have no rights left. He is hateful and divisive and does not deserve the office he is about to occupy.Featured Image: Screenshot",Fake
"U.S. corporate tax cut goal in doubt, Trump dines with senators WASHINGTON (Reuters) - U.S. Treasury Secretary Steven Mnuchin cast doubt on President Donald Trump’s chances of cutting the corporate tax rate to 15 percent, while Trump met with six senators including three Democrats who set clear conditions for future cooperation with him on taxes. The president is cranking up a publicity campaign to build public support for his general goals of lower and simpler taxes, but no detailed tax plan has been completed or proposed by the White House or the Republicans in control of Congress. Even after months of discussion within the party, basic questions are unanswered, such as whether tax cuts should be designed so they don’t add to the federal deficit and debt, and how deeply business and individual rates should be cut. Mnuchin told a conference in New York hosted by CNBC on Tuesday that Trump, as the president has said for months, would like to cut the corporate income tax rate to 15 percent from 35 percent. Then Mnuchin, a top tax adviser to Trump, said, “I don’t know if we’ll be able to achieve that, given the budget issues, but we’re going to get this down to a very competitive level.” Later in the day, Trump held a dinner at the White House with the six senators. Reflecting his new willingness to engage with the political opposition, three Democrats attended the dinner. In contrast, Republican leaders in Congress have been trying for most of the year to write a tax bill while ignoring the Democrats. Also attending were Vice President Mike Pence, White House economic adviser Gary Cohn and Mnuchin. Pennsylvania Republican Senator Pat Toomey, one of the attendees, said on a conference call later that Trump talked about competitive business taxes, ending taxation of U.S. corporations’ foreign profits, and a middle-class tax cut. After the meal, Trump took some of the senators on a tour of the West Wing. Later, the Democrats expressed an openness to working with Trump on taxes, but stressed certain conditions. West Virginia Democrat Joe Manchin said in a statement he would continue to fight for a simpler tax code, but “we must do this without adding to our staggering debt”. North Dakota Democrat Heidi Heitkamp said in a statement the dinner was a “good discussion” and that she told the president any tax package must support working families and farmers. Overhauling the tax code was one of Trump’s main campaign promises in 2016, but he has made little progress toward it. After nearly eight months in office, he has yet to win passage in Congress of any major domestic policy legislation. Besides Manchin and Heitkamp, others at the dinner were Indiana Democrat Joe Donnelly and three Republicans: Senate Finance Committee Chairman Orrin Hatch and fellow tax panel Republicans John Thune and Toomey. Donnelly said in a statement, “Tax reform should include measures to support companies that invest in our workers and penalize companies that ship American jobs to foreign countries.” A major concern on tax cuts is the federal budget deficit. It would balloon if tax rates were cut too deeply without providing offsetting federal spending reductions and closure of tax loopholes, both politically difficult tasks. White House budget chief Mick Mulvaney told Fox News on Tuesday that he hoped tax reform would not be revenue neutral, suggesting he is not overly concerned about the deficit and the national debt, now about $20 trillion. “We need as big and as a dramatic tax reduction and tax reform as we possibly can get,” Mulvaney said. Mnuchin declined to say what business tax rate was achievable. He said he was “incredibly hopeful” a tax plan could be enacted this year, adding it could be retroactive to January. Asked if Trump would hold out for a 15 percent corporate rate, White House spokeswoman Sarah Sanders said: “The president is prepared to push for as low of a rate as we can get.” Republican Paul Ryan, the Republican speaker of the House of Representatives, said last week that “the numbers are hard” to make Trump’s 15-percent corporate tax rate target work. Ryan set his own goal at around 22.5 percent. Trump’s legislative affairs director, Marc Short, said at a Christian Science Monitor event, “We think that what’s best for the American people is a 15-percent corporate rate right now.” Financial markets rallied after Trump’s election victory last November in anticipation of rapid tax cuts, especially for corporations, but those expectations have faded. “The likelihood of passing sweeping corporate reform has diminished,” Jack Ablin, chief investment officer at BMO Wealth Management, said in a research note. Democrats, who generally oppose tax cuts for the wealthiest Americans, will have negotiating clout in Congress in early December to resist tax changes they oppose, also potentially including a corporate rate cut. Trump may visit as many as 13 states to sell his planned tax cuts to voters in coming weeks, the White House said. The U.S. Senate will begin tax overhaul hearings this week. Republican Senator John Kennedy, a budget committee member, told Reuters he wanted tax plans “with specificity” and expressed frustration at the slow pace of the tax debate. “No more platitudes. Let’s see some meat on the bone,” Kennedy said. “And I’m tired of screwing around. ... The American people are tired of screwing around.” ",Real
" Federal Judge Tells Anti-Vaxxers To Go F*ck Themselves, Upholds Strict California Vaccination Law Anti-vaccination advocates were hoping they could continue exposing the general public to diseases that had been largely wiped out by vaccines, but a judge dashed that hope on Friday.In 2015, California dealt with a months long measles epidemic stemming from a person who was visiting Disneyland.According to the Los Angeles Times:131 California residents were believed to have been infected with measles during the outbreak that began at Disneyland, as well as at least 26 people who resided in seven other states, Canada or Mexico, after visiting the Anaheim theme park or catching the virus from someone who went there.The outbreak created a health crisis in the state, especially since some schools have immunization rates around 50 percent or lower according to state epidemiologist, Dr. Gil Chavez.Measles had been eradicated in America by 2000, but because some crackpot researcher in England published a terribly flawed study claiming that vaccines cause autism, a claim that has been thoroughly debunked by scientists, many paranoid and ignorant parents have decided not to vaccinate their kids, which is why 7 in 10 Californians who got the measles were unvaccinated. If we had higher levels of immunity in the community, this outbreak would not have happened,  Chavez said.And the risk of exposure was not just in California schools. Public health officials contacted thousands of Californians in 12 counties potentially exposed to measles, leading to warnings in airports, malls, schools, clinics and hospitals,  the Times reported.  In one hospital alone, a single person with measles exposed 14 pregnant women and 98 infants, including 44 in the neonatal intensive care unit. After California quelled the epidemic, state lawmakers went to work to make sure such an epidemic never happens again. To that effort, they took particular aim at personal and religious exemptions that anti-vaxxers have taken advantage of over the years to decline to vaccinate their kids. They soon passed a law requiring all children to be vaccinated. The only exemption allowed is if the child has a medical condition, such as a suppressed immune system, that would prevent them from getting the vaccine.But anti-vaxxers threw a hissy fit and filed a lawsuit last month in order to prevent lawmakers from protecting the public health and safety.And U.S. District Judge Dana Sabraw ruled that they can go f*ck themselves and laughed them out of court because state lawmakers have a  long history of requiring children to be vaccinated as a condition to school enrollment  and  plaintiffs have not made a showing that they are entitled to the extraordinary remedy of a preliminary injunction. In short, the law will go into effect this year and now every child will be required to be vaccinated if they want to be enrolled.And that s a good thing.We cannot let irresponsible parents put the public health at risk just because they disagree with science. Measles is one of the most contagious diseases known to man and is even more contagious and deadlier than Ebola.Sixteen years ago this country had wiped out the disease within our shores, and all that effort went to waste because some parents listen more to celebrities like Jim Carrey and Jenny McCarthy than they do to doctors and scientists. That needs to change, and this California law is the first step.Featured image via CBS News",Fake
"Trump asks for probe into imports of foreign-made steel: officials WASHINGTON (Reuters) - U.S. President Donald Trump on Thursday will sign a directive asking for a speedy probe into whether imports of foreign-made steel are hurting U.S. national security, two administration officials said on Wednesday. Trump is to sign the memorandum related to section 232 of the Trade Expansion Act of 1962 at a White House event that is expected to include leaders of some U.S. steel companies. The law allows the president to impose restrictions on imports for reasons of national security. There are national security implications, one of the officials said, from imports of steel alloys that are used in products such as the armor plating of ships and require a lot of expertise to create and produce. Commerce Secretary Wilbur Ross launched the probe on Wednesday night. Trump’s directive will ask Ross to conduct it “with all deliberate speed and deliver the results to the president with his recommendations,” a second official said. The move is another step in Trump’s “America First” policies in which he has tried to boost U.S. manufacturers and preserve American jobs. It comes as he tries to coax China into taking a more active role in reining in North Korea’s nuclear and missile programs. The first official, who spoke on condition of anonymity, said the directive is not aimed at a specific country but is “product oriented.” He said there is concern when a domestic industry is hurt by imports from a foreign entity “that hampers our ability to maintain production and maintain the expertise necessary for these high national security-concerned products, specific alloys and so forth.” ",Real
" The Internet Drags Trump’s Son For Saying ‘There’s No Better Patriot In The World Than Sean Hannity’ In the wake of Tom Koppel telling Sean Hannity to his face that he is bad for America, Eric Trump came to the Fox  News  host s rescue. Eric Trump, who has never served in the military just like his father and Sean Hannity, declared on Fox and Friends that  there is no better patriot in the world than Sean Hannity.  adding,  I think he s just a great, great man. He said that beliefs are what  get America to a great place. He has strong beliefs,  Eric Trump said.  And you know, beliefs are what get America to a great place, beliefs on quite frankly, both sides of the aisle. He then demonized the  tolerant left,  saying that  they re very tolerant until they disagree with you. Watch: There s no better patriot in the world than @seanhannity.   @EricTrump pic.twitter.com/PmH0vu00i5  FOX & friends (@foxandfriends) March 28, 2017That went down on Twitter about as well as you d expect.You're kidding, right, @foxandfriends? I know E2s who enlisted last month with more patriotism. @seanhannity is a joke. @EricTrump  tay (@SensiblySecular) March 28, 2017@foxandfriends @seanhannity @EricTrump Ummm. Literally ANY member of the military-active, reserve or vet-is a better patriot.  Jen Wells (@jwellsie) March 28, 2017@jwellsie @foxandfriends @seanhannity @EricTrump Benedict Arnold was a better patriot and American.  #RiggedHombre (@darkman1558) March 28, 2017@foxandfriends @seanhannity @EricTrumpExcept for any US Soldier making thousands of times less than himSmh .Qusay Trump is so stupid pic.twitter.com/npckCsr2Aa  T. Fisher King (@T_FisherKing) March 28, 2017@T_FisherKing @foxandfriends @seanhannity @EricTrump Whose bravery is in serving his/her country. Not hunting endangered species for sport.  brwnlady (@StrawGirl52) March 28, 2017@foxandfriends @seanhannity @EricTrump Agreed. Oh, except for EVERY US citizen who fought and died for our country since the 18th Century.  Itsme (@trulyme9) March 28, 2017@norris_bernie @foxandfriends @marty713 @seanhannity @EricTrump Didn't he promise to get waterboarded to prove it's not that bad? crickets  Mo Adewunmi (@campaignmo2016) March 28, 2017@foxandfriends @seanhannity @EricTrump pic.twitter.com/o3cJpOy3yV  Information Please (@informationplz_) March 28, 2017@foxandfriends @seanhannity @EricTrump Umm  how about our men and women in uniform?  orlando pride fan (@3UGAHokies19) March 28, 2017@foxandfriends @seanhannity @EricTrump Forget the men and women serving our country right now. Hannity is the patriot. Disgusting  LaMomica (@LaMomica) March 28, 2017@foxandfriends @allahpundit @seanhannity @EricTrump Oh really? pic.twitter.com/OwIeVLPWPd  Judge Elihu Smails (@JudgeElihu) March 28, 2017@foxandfriends @seanhannity @EricTrump I can think of over a million, here is a representative sample: pic.twitter.com/6Lj7ghKHpU  S J Pratt (@sjprattlaw) March 28, 2017@foxandfriends @seanhannity @EricTrump Maybe every veteran would be a better example of a patriot.  vaishali deshpande (@valdeshpande) March 28, 2017Sean Hannity s net worth is about $80 million. He lives a lavish lifestyle, owning several homes, each worth millions. But yeah, Hannity is more of a  patriot  than a man or woman who puts their lives on the line to protect our country   and for very little pay. Eric Trump is a trophy hunter and he probably thinks he s a brave patriot, too.The two have much in common. Both of them will justify anything alleged president Donald Trump does, even if he marched into a high school and opened fire.In response to his interview with Mr. Koppel, Hannity tweeted that it was  fake edited news,  because of course he did.Hannity is no patriot. Those that served in the military must be cringing right now. Donald Trump s son just threw them under the bus for a wealthy Fox News host who has been sucking up to the amateur president on his show while calling liberals  snowflakes.  By the way, Sean, 2016 called and they want that ineffective word back.An interesting tidbit about Koppel: The legendary journalist s Jewish parents fled Germany following the rise of Adolf Hitler and Nazism.Image: screen capture with added tweets. ",Fake
" REPORT: Team Trump Tried To Bribe Networks For More Pro-Trump Coverage (DETAILS) It s no secret that there is no love lost between Donald Trump and the media. However, a new report regarding how his son-in-law Jared Kushner tried to manipulate the press into covering the Trump campaign in a better light is downright disturbing. According to The Hill, Kushner offered better access to the campaign in exchange for more pro-Trump news pieces.The first attempt to control messaging in this way was done by asking Sinclair Broadcasting   an outfit that owns local stations nationwide   to have anchors refrain from commenting on Trump s rallies, statements, and interviews, and just air footage of the rallies and interviews instead, and in the most flattering light possible. Kushner revealed this tactic while speaking to New York City business people. The trade off was that the Trump team would be more cooperative with friendly networks.In fairness, it seems that Sinclair Broadcasting s efforts here were noble, and likely if it were anyone but the highly manipulative Team Trump, it would likely be fine because no other campaign would ever make such demands. Sinclair Vice President Scott Livingston said of the deal: Our promise was to give all candidates an opportunity to voice their position share their position with our viewers. Certainly we presented an opportunity so that Mr. Trump could clearly state his position on the key issues. Our commitment to our viewers is to go beyond podium, beyond the rhetoric. We re all about tracking the truth and telling the truth and that s typically missing in most political coverage. Okay, fair enough, but it seems Livingston underestimated Trump and his campaign. They have no respect for journalists, do not tolerate voices that are critical of Trump, and they refuse to cooperate with media outlets that are not explicitly pro-Trump. This attitude is never more apparent than what happened when Trump s team tried to get CNN to have more Trump supporters included in their famously heated political panel debates. This was a request from Jared Kushner as well, and when CNN s Jeff Zucker shot that request down, the Trump people became increasingly difficult for the network to deal with.CNN s refusal to kowtow to his request seemed to irritate Kushner so much that he couldn t stop talking about the network at the New York business meeting. One person who was in the room said of Kushner s CNN remarks: He kept going on and on about it. It was around this time when Trump started calling CNN the  Clinton News Network  and trashing them on Twitter.This does not bode well for the free press and the First Amendment in general under a Trump Administration. Clearly, these people want to control the message   and that message better be pro-Trump or else. Likely, Breitbart will be a Trump propaganda arm, and he will, slowly but surely, sow distrust in any press that is not explicitly flattering and supportive of him. He already has a head start, as most of his supporters do not trust anything that isn t said by Trump himself.Welcome to your Banana Republic, America. It s going to be a rough four years.Featured image via Drew Angerer/Getty Images",Fake
